Vernier Format 2
Unbenannt.cmbl 05.07.2024 13:17:23 ,
Aktuell
Zeit	Kraft	Winkel	distance
21,26	-0,00720554870016	0,0174532925199	-0,0219262468844
21,28	-0,020682680843	0,0174532925199	-0,0219262468844
21,3	-0,0139441147716	0,0174532925199	-0,0219262468844
21,32	-0,000466982628748	0,0174532925199	-0,0219262468844
21,34	0,00627158344267	0,0174532925199	-0,0219262468844
21,36	0,00627158344267	0,0174532925199	-0,0219262468844
21,38	-0,000466982628748	0,0174532925199	-0,0219262468844
21,4	0,0130101495141	0,0174532925199	-0,0219262468844
21,42	-0,000466982628748	0,0174532925199	-0,0219262468844
21,44	-0,000466982628748	0,0174532925199	-0,0219262468844
21,46	-0,00720554870016	0,0174532925199	-0,0219262468844
21,48	-0,00720554870016	0,0174532925199	-0,0219262468844
21,5	-0,0139441147716	0,0174532925199	-0,0219262468844
21,52	-0,000466982628748	0,0174532925199	-0,0219262468844
21,54	-0,00720554870016	0,0174532925199	-0,0219262468844
21,56	-0,000466982628748	0,0174532925199	-0,0219262468844
21,58	-0,0139441147716	0,0174532925199	-0,0219262468844
21,6	-0,000466982628748	0,0174532925199	-0,0219262468844
21,62	-0,000466982628748	0,0349065850399	-0,0438524937687
21,64	0,00627158344267	0,0349065850399	-0,0438524937687
21,66	0,00627158344267	0,0349065850399	-0,0438524937687
21,68	-0,000466982628748	0,0349065850399	-0,0438524937687
21,7	-0,000466982628748	0,0349065850399	-0,0438524937687
21,72	-0,00720554870016	0,0523598775598	-0,0657787406531
21,74	-0,00720554870016	0,0698131700798	-0,0877049875374
21,76	-0,000466982628748	0,10471975512	-0,131557481306
21,78	-0,00720554870016	0,157079632679	-0,197336221959
21,8	-0,00720554870016	0,209439510239	-0,263114962612
21,82	-0,000466982628748	0,244346095279	-0,306967456381
21,84	-0,00720554870016	0,279252680319	-0,35081995015
21,86	-0,000466982628748	0,296705972839	-0,372746197034
21,88	-0,00720554870016	0,314159265359	-0,394672443918
21,9	-0,000466982628748	0,349065850399	-0,438524937687
21,92	-0,00720554870016	0,401425727959	-0,50430367834
21,94	-0,000466982628748	0,471238898038	-0,592008665877
21,96	-0,000466982628748	0,523598775598	-0,657787406531
21,98	-0,00720554870016	0,558505360638	-0,701639900299
22	-0,0139441147716	0,593411945678	-0,745492394068
22,02	-0,00720554870016	0,645771823238	-0,811271134721
22,04	0,00627158344267	0,715584993318	-0,898976122258
22,06	-0,020682680843	0,750491578358	-0,942828616027
22,08	-0,020682680843	0,785398163397	-0,986681109796
22,1	-0,0139441147716	0,820304748437	-1,03053360356
22,12	-0,0139441147716	0,837758040957	-1,05245985045
22,14	-0,000466982628748	0,872664625997	-1,09631234422
22,16	-0,00720554870016	0,907571211037	-1,14016483799
22,18	-0,0139441147716	0,959931088597	-1,20594357864
22,2	-0,000466982628748	1,02974425868	-1,29364856618
22,22	-0,020682680843	1,06465084372	-1,33750105995
22,24	-0,0139441147716	1,09955742876	-1,38135355371
22,26	-0,0139441147716	1,1344640138	-1,42520604748
22,28	-0,020682680843	1,16937059884	-1,46905854125
22,3	-0,0139441147716	1,23918376892	-1,55676352879
22,32	-0,020682680843	1,29154364648	-1,62254226944
22,34	-0,020682680843	1,34390352404	-1,6883210101
22,36	-0,020682680843	1,37881010908	-1,73217350386
22,38	-0,0139441147716	1,41371669412	-1,77602599763
22,4	-0,020682680843	1,46607657168	-1,84180473829
22,42	-0,020682680843	1,51843644924	-1,90758347894
22,44	-0,0408983790572	1,57079632679	-1,97336221959
22,46	-0,020682680843	1,58824961931	-1,99528846648
22,48	-0,020682680843	1,62315620435	-2,03914096024
22,5	-0,0274212469144	1,65806278939	-2,08299345401
22,52	-0,0341598129858	1,69296937443	-2,12684594778
22,54	-0,0341598129858	1,72787595947	-2,17069844155
22,56	-0,0408983790572	1,78023583703	-2,2364771822
22,58	-0,0341598129858	1,81514242207	-2,28032967597
22,6	-0,0341598129858	1,85004900711	-2,32418216974
22,62	-0,0408983790572	1,88495559215	-2,36803466351
22,64	-0,0408983790572	1,91986217719	-2,41188715728
22,66	-0,0476369451286	1,95476876223	-2,45573965105
22,68	-0,0408983790572	2,00712863979	-2,5215183917
22,7	-0,0476369451286	2,07694180987	-2,60922337924
22,72	-0,0476369451286	2,11184839491	-2,65307587301
22,74	-0,0543755112001	2,16420827247	-2,71885461366
22,76	-0,0678526433429	2,19911485751	-2,76270710743
22,78	-0,0678526433429	2,25147473507	-2,82848584808
22,8	-0,0880683415571	2,33874119767	-2,9381170825
22,82	-0,0678526433429	2,40855436775	-3,02582207004
22,84	-0,0813297754857	2,46091424531	-3,09160081069
22,86	-0,0948069076285	2,53072741539	-3,17930579823
22,88	-0,108284039771	2,60054058547	-3,26701078577
22,9	-0,115022605843	2,67035375555	-3,35471577331
22,92	-0,121761171914	2,74016692563	-3,44242076084
22,94	-0,141976870128	2,80998009571	-3,53012574838
22,96	-0,155454002271	2,89724655831	-3,6397569828
22,98	-0,182408266557	2,94960643587	-3,70553572346
23	-0,189146832628	2,98451302091	-3,74938821722
23,02	-0,209362530843	3,03687289847	-3,81516695788
23,04	-0,236316795128	3,08923277603	-3,88094569853
23,06	-0,2430553612	3,14159265359	-3,94672443918
23,08	-0,263271059414	3,17649923863	-3,99057693295
23,1	-0,270009625485	3,19395253115	-4,01250317984
23,12	-0,2902253237	3,22885911619	-4,0563556736
23,14	-0,310441021914	3,26376570123	-4,10020816737
23,16	-0,323918154057	3,29867228627	-4,14406066114
23,18	-0,337395286199	3,33357887131	-4,18791315491
23,2	-0,364349550485	3,36848545635	-4,23176564868
23,22	-0,391303814771	3,40339204139	-4,27561814245
23,24	-0,411519512985	3,42084533391	-4,29754438933
23,26	-0,424996645128	3,45575191895	-4,3413968831
23,28	-0,445212343342	3,47320521147	-4,36332312999
23,3	-0,445212343342	3,49065850399	-4,38524937687
23,32	-0,458689475485	3,49065850399	-4,38524937687
23,34	-0,465428041556	3,50811179651	-4,40717562375
23,36	-0,465428041556	3,50811179651	-4,40717562375
23,38	-0,485643739771	3,50811179651	-4,40717562375
23,4	-0,478905173699	3,52556508903	-4,42910187064
23,42	-0,478905173699	3,52556508903	-4,42910187064
23,44	-0,485643739771	3,52556508903	-4,42910187064
23,46	-0,485643739771	3,52556508903	-4,42910187064
23,48	-0,485643739771	3,52556508903	-4,42910187064
23,5	-0,485643739771	3,52556508903	-4,42910187064
23,52	-0,485643739771	3,54301838155	-4,45102811752
23,54	-0,499120871913	3,54301838155	-4,45102811752
23,56	-0,492382305842	3,54301838155	-4,45102811752
23,58	-0,499120871913	3,54301838155	-4,45102811752
23,6	-0,505859437985	3,56047167407	-4,47295436441
23,62	-0,505859437985	3,56047167407	-4,47295436441
23,64	-0,512598004056	3,56047167407	-4,47295436441
23,66	-0,526075136199	3,57792496659	-4,49488061129
23,68	-0,519336570128	3,57792496659	-4,49488061129
23,7	-0,539552268342	3,57792496659	-4,49488061129
23,72	-0,53281370227	3,59537825911	-4,51680685818
23,74	-0,553029400485	3,59537825911	-4,51680685818
23,76	-0,539552268342	3,61283155163	-4,53873310506
23,78	-0,553029400485	3,61283155163	-4,53873310506
23,8	-0,559767966556	3,63028484415	-4,56065935194
23,82	-0,57998366477	3,63028484415	-4,56065935194
23,84	-0,600199362985	3,64773813667	-4,58258559883
23,86	-0,600199362985	3,64773813667	-4,58258559883
23,88	-0,606937929056	3,66519142919	-4,60451184571
23,9	-0,613676495127	3,66519142919	-4,60451184571
23,92	-0,633892193342	3,66519142919	-4,60451184571
23,94	-0,62715362727	3,68264472171	-4,6264380926
23,96	-0,633892193342	3,68264472171	-4,6264380926
23,98	-0,654107891556	3,68264472171	-4,6264380926
24	-0,660846457627	3,70009801423	-4,64836433948
24,02	-0,660846457627	3,70009801423	-4,64836433948
24,04	-0,67432358977	3,70009801423	-4,64836433948
24,06	-0,681062155842	3,71755130675	-4,67029058637
24,08	-0,687800721913	3,73500459927	-4,69221683325
24,1	-0,708016420127	3,73500459927	-4,69221683325
24,12	-0,714754986199	3,75245789179	-4,71414308014
24,14	-0,728232118341	3,75245789179	-4,71414308014
24,16	-0,748447816556	3,76991118431	-4,73606932702
24,18	-0,761924948698	3,76991118431	-4,73606932702
24,2	-0,761924948698	3,76991118431	-4,73606932702
24,22	-0,76866351477	3,78736447683	-4,7579955739
24,24	-0,761924948698	3,78736447683	-4,7579955739
24,26	-0,788879212984	3,78736447683	-4,7579955739
24,28	-0,782140646913	3,80481776935	-4,77992182079
24,3	-0,809094911198	3,80481776935	-4,77992182079
24,32	-0,809094911198	3,80481776935	-4,77992182079
24,34	-0,81583347727	3,82227106187	-4,80184806767
24,36	-0,822572043341	3,82227106187	-4,80184806767
24,38	-0,822572043341	3,83972435439	-4,82377431456
24,4	-0,836049175484	3,83972435439	-4,82377431456
24,42	-0,849526307627	3,83972435439	-4,82377431456
24,44	-0,856264873698	3,83972435439	-4,82377431456
24,46	-0,86300343977	3,85717764691	-4,84570056144
24,48	-0,869742005841	3,85717764691	-4,84570056144
24,5	-0,876480571913	3,85717764691	-4,84570056144
24,52	-0,903434836198	3,85717764691	-4,84570056144
24,54	-0,896696270127	3,87463093943	-4,86762680833
24,56	-0,916911968341	3,87463093943	-4,86762680833
24,58	-0,930389100484	3,87463093943	-4,86762680833
24,6	-0,930389100484	3,89208423195	-4,88955305521
24,62	-0,930389100484	3,89208423195	-4,88955305521
24,64	-0,943866232627	3,89208423195	-4,88955305521
24,66	-0,937127666555	3,89208423195	-4,88955305521
24,68	-0,937127666555	3,89208423195	-4,88955305521
24,7	-0,937127666555	3,89208423195	-4,88955305521
24,72	-0,937127666555	3,89208423195	-4,88955305521
24,74	-0,943866232627	3,89208423195	-4,88955305521
24,76	-0,964081930841	3,89208423195	-4,88955305521
24,78	-0,970820496912	3,90953752447	-4,91147930209
24,8	-0,977559062984	3,90953752447	-4,91147930209
24,82	-0,970820496912	3,90953752447	-4,91147930209
24,84	-0,970820496912	3,90953752447	-4,91147930209
24,86	-0,997774761198	3,90953752447	-4,91147930209
24,88	-0,991036195127	3,90953752447	-4,91147930209
24,9	-0,991036195127	3,90953752447	-4,91147930209
24,92	-0,997774761198	3,92699081699	-4,93340554898
24,94	-0,997774761198	3,92699081699	-4,93340554898
24,96	-1,00451332727	3,92699081699	-4,93340554898
24,98	-1,01799045941	3,92699081699	-4,93340554898
25	-1,01799045941	3,92699081699	-4,93340554898
25,02	-1,03820615763	3,94444410951	-4,95533179586
25,04	-1,03820615763	3,94444410951	-4,95533179586
25,06	-1,05168328977	3,94444410951	-4,95533179586
25,08	-1,06516042191	3,94444410951	-4,95533179586
25,1	-1,05842185584	3,96189740203	-4,97725804275
25,12	-1,07189898798	3,96189740203	-4,97725804275
25,14	-1,0921146862	3,96189740203	-4,97725804275
25,16	-1,09885325227	3,96189740203	-4,97725804275
25,18	-1,09885325227	3,97935069455	-4,99918428963
25,2	-1,12580751655	3,97935069455	-4,99918428963
25,22	-1,10559181834	3,97935069455	-4,99918428963
25,24	-1,11906895048	3,97935069455	-4,99918428963
25,26	-1,12580751655	3,97935069455	-4,99918428963
25,28	-1,12580751655	3,97935069455	-4,99918428963
25,3	-1,1392846487	3,99680398707	-5,02111053652
25,32	-1,14602321477	3,99680398707	-5,02111053652
25,34	-1,14602321477	3,99680398707	-5,02111053652
25,36	-1,14602321477	3,99680398707	-5,02111053652
25,38	-1,15276178084	3,99680398707	-5,02111053652
25,4	-1,14602321477	3,99680398707	-5,02111053652
25,42	-1,15950034691	3,99680398707	-5,02111053652
25,44	-1,14602321477	3,99680398707	-5,02111053652
25,46	-1,15276178084	3,99680398707	-5,02111053652
25,48	-1,15276178084	3,99680398707	-5,02111053652
25,5	-1,15276178084	3,99680398707	-5,02111053652
25,52	-1,15276178084	3,99680398707	-5,02111053652
25,54	-1,15276178084	3,99680398707	-5,02111053652
25,56	-1,15276178084	3,99680398707	-5,02111053652
25,58	-1,15950034691	3,99680398707	-5,02111053652
25,6	-1,16623891298	4,01425727959	-5,0430367834
25,62	-1,1864546112	4,01425727959	-5,0430367834
25,64	-1,21340887548	4,01425727959	-5,0430367834
25,66	-1,19993174334	4,01425727959	-5,0430367834
25,68	-1,19993174334	4,01425727959	-5,0430367834
25,7	-1,21340887548	4,01425727959	-5,0430367834
25,72	-1,20667030941	4,01425727959	-5,0430367834
25,74	-1,22014744155	4,01425727959	-5,0430367834
25,76	-1,19993174334	4,01425727959	-5,0430367834
25,78	-1,20667030941	4,03171057211	-5,06496303029
25,8	-1,21340887548	4,03171057211	-5,06496303029
25,82	-1,21340887548	4,03171057211	-5,06496303029
25,84	-1,19993174334	4,03171057211	-5,06496303029
25,86	-1,20667030941	4,03171057211	-5,06496303029
25,88	-1,20667030941	4,03171057211	-5,06496303029
25,9	-1,20667030941	4,03171057211	-5,06496303029
25,92	-1,21340887548	4,03171057211	-5,06496303029
25,94	-1,22014744155	4,03171057211	-5,06496303029
25,96	-1,21340887548	4,03171057211	-5,06496303029
25,98	-1,22688600763	4,03171057211	-5,06496303029
26	-1,21340887548	4,03171057211	-5,06496303029
26,02	-1,21340887548	4,03171057211	-5,06496303029
26,04	-1,21340887548	4,03171057211	-5,06496303029
26,06	-1,21340887548	4,03171057211	-5,06496303029
26,08	-1,22688600763	4,03171057211	-5,06496303029
26,1	-1,20667030941	4,03171057211	-5,06496303029
26,12	-1,22014744155	4,03171057211	-5,06496303029
26,14	-1,22014744155	4,03171057211	-5,06496303029
26,16	-1,21340887548	4,03171057211	-5,06496303029
26,18	-1,22014744155	4,03171057211	-5,06496303029
26,2	-1,21340887548	4,03171057211	-5,06496303029
26,22	-1,20667030941	4,03171057211	-5,06496303029
26,24	-1,22014744155	4,03171057211	-5,06496303029
26,26	-1,22688600763	4,03171057211	-5,06496303029
26,28	-1,21340887548	4,03171057211	-5,06496303029
26,3	-1,22014744155	4,03171057211	-5,06496303029
26,32	-1,20667030941	4,03171057211	-5,06496303029
26,34	-1,20667030941	4,03171057211	-5,06496303029
26,36	-1,21340887548	4,03171057211	-5,06496303029
26,38	-1,19319317727	4,03171057211	-5,06496303029
26,4	-1,19319317727	4,03171057211	-5,06496303029
26,42	-1,19319317727	4,03171057211	-5,06496303029
26,44	-1,17971604513	4,03171057211	-5,06496303029
26,46	-1,16623891298	4,03171057211	-5,06496303029
26,48	-1,15950034691	4,03171057211	-5,06496303029
26,5	-1,14602321477	4,03171057211	-5,06496303029
26,52	-1,14602321477	4,03171057211	-5,06496303029
26,54	-1,12580751655	4,01425727959	-5,0430367834
26,56	-1,10559181834	4,01425727959	-5,0430367834
26,58	-1,08537612013	4,01425727959	-5,0430367834
26,6	-1,03820615763	3,99680398707	-5,02111053652
26,62	-1,00451332727	3,97935069455	-4,99918428963
26,64	-0,930389100484	3,94444410951	-4,95533179586
26,66	-0,86300343977	3,89208423195	-4,88955305521
26,68	-0,775402080841	3,83972435439	-4,82377431456
26,7	-0,687800721913	3,76991118431	-4,73606932702
26,72	-0,606937929056	3,68264472171	-4,6264380926
26,74	-0,499120871913	3,57792496659	-4,49488061129
26,76	-0,411519512985	3,43829862643	-4,31947063622
26,78	-0,323918154057	3,29867228627	-4,14406066114
26,8	-0,263271059414	3,15904594611	-3,96865068607
26,82	-0,202623964771	3,01941960595	-3,79324071099
26,84	-0,155454002271	2,86233997327	-3,59590448903
26,86	-0,121761171914	2,72271363311	-3,42049451396
26,88	-0,108284039771	2,60054058547	-3,26701078577
26,9	-0,0880683415571	2,46091424531	-3,09160081069
26,92	-0,0611140772715	2,37364778271	-2,98196957627
26,94	-0,0678526433429	2,26892802759	-2,85041209497
26,96	-0,0611140772715	2,18166156499	-2,74078086054
26,98	-0,0543755112001	2,12930168743	-2,67500211989
27	-0,0341598129858	2,05948851735	-2,58729713235
27,02	-0,0611140772715	2,00712863979	-2,5215183917
27,04	-0,0476369451286	1,95476876223	-2,45573965105
27,06	-0,0408983790572	1,91986217719	-2,41188715728
27,08	-0,0341598129858	1,86750229963	-2,34610841663
27,1	-0,0408983790572	1,81514242207	-2,28032967597
27,12	-0,0341598129858	1,72787595947	-2,17069844155
27,14	-0,0274212469144	1,67551608191	-2,1049197009
27,16	-0,0274212469144	1,62315620435	-2,03914096024
27,18	-0,0274212469144	1,57079632679	-1,97336221959
27,2	-0,0274212469144	1,50098315672	-1,88565723205
27,22	-0,020682680843	1,41371669412	-1,77602599763
27,24	-0,0139441147716	1,36135681656	-1,71024725698
27,26	-0,0139441147716	1,32645023152	-1,66639476321
27,28	-0,020682680843	1,29154364648	-1,62254226944
27,3	-0,0139441147716	1,23918376892	-1,55676352879
27,32	-0,00720554870016	1,18682389136	-1,49098478814
27,34	-0,020682680843	1,15191730632	-1,44713229437
27,36	-0,00720554870016	1,11701072128	-1,4032798006
27,38	-0,0139441147716	1,08210413624	-1,35942730683
27,4	-0,00720554870016	1,02974425868	-1,29364856618
27,42	-0,00720554870016	0,942477796077	-1,18401733175
27,44	-0,0139441147716	0,890117918517	-1,1182385911
27,46	-0,0139441147716	0,855211333477	-1,07438609733
27,48	0,00627158344267	0,837758040957	-1,05245985045
27,5	-0,000466982628748	0,820304748437	-1,03053360356
27,52	-0,00720554870016	0,785398163397	-0,986681109796
27,54	-0,0139441147716	0,767944870878	-0,964754862911
27,56	-0,0139441147716	0,733038285838	-0,920902369143
27,58	-0,000466982628748	0,680678408278	-0,85512362849
27,6	-0,0139441147716	0,645771823238	-0,811271134721
27,62	-0,0139441147716	0,628318530718	-0,789344887837
27,64	-0,00720554870016	0,610865238198	-0,767418640952
27,66	-0,000466982628748	0,610865238198	-0,767418640952
27,68	0,00627158344267	0,593411945678	-0,745492394068
27,7	-0,00720554870016	0,593411945678	-0,745492394068
27,72	-0,0139441147716	0,575958653158	-0,723566147184
27,74	-0,00720554870016	0,575958653158	-0,723566147184
27,76	-0,00720554870016	0,575958653158	-0,723566147184
27,78	-0,0139441147716	0,558505360638	-0,701639900299
27,8	-0,0139441147716	0,541052068118	-0,679713653415
27,82	-0,00720554870016	0,488692190558	-0,613934912762
27,84	-0,00720554870016	0,436332312999	-0,548156172109
27,86	-0,000466982628748	0,383972435439	-0,482377431456
27,88	-0,00720554870016	0,383972435439	-0,482377431456
27,9	-0,00720554870016	0,366519142919	-0,460451184571
27,92	-0,0139441147716	0,366519142919	-0,460451184571
27,94	-0,000466982628748	0,366519142919	-0,460451184571
27,96	0,00627158344267	0,366519142919	-0,460451184571
27,98	-0,000466982628748	0,366519142919	-0,460451184571
28	-0,000466982628748	0,366519142919	-0,460451184571
28,02	-0,0139441147716	0,366519142919	-0,460451184571
28,04	-0,00720554870016	0,366519142919	-0,460451184571
28,06	-0,0139441147716	0,349065850399	-0,438524937687
28,08	-0,000466982628748	0,349065850399	-0,438524937687
28,1	-0,000466982628748	0,349065850399	-0,438524937687
28,12	0,00627158344267	0,349065850399	-0,438524937687
28,14	-0,000466982628748	0,349065850399	-0,438524937687
28,16	-0,000466982628748	0,331612557879	-0,416598690803
28,18	-0,000466982628748	0,331612557879	-0,416598690803
28,2	-0,00720554870016	0,314159265359	-0,394672443918
28,22	-0,0139441147716	0,296705972839	-0,372746197034
28,24	-0,00720554870016	0,296705972839	-0,372746197034
28,26	-0,00720554870016	0,279252680319	-0,35081995015
28,28	-0,000466982628748	0,279252680319	-0,35081995015
28,3	-0,00720554870016	0,261799387799	-0,328893703265
28,32	-0,000466982628748	0,226892802759	-0,285041209497
28,34	-0,00720554870016	0,209439510239	-0,263114962612
28,36	-0,000466982628748	0,157079632679	-0,197336221959
28,38	0,00627158344267	0,12217304764	-0,15348372819
28,4	-0,000466982628748	0,10471975512	-0,131557481306
28,42	-0,000466982628748	0,10471975512	-0,131557481306
28,44	0,00627158344267	0,10471975512	-0,131557481306
28,46	-0,000466982628748	0,10471975512	-0,131557481306
28,48	-0,000466982628748	0,10471975512	-0,131557481306
28,5	-0,000466982628748	0,10471975512	-0,131557481306
28,52	-0,000466982628748	0,10471975512	-0,131557481306
28,54	-0,00720554870016	0,10471975512	-0,131557481306
28,56	-0,0139441147716	0,10471975512	-0,131557481306
28,58	-0,000466982628748	0,10471975512	-0,131557481306
28,6	0,0130101495141	0,10471975512	-0,131557481306
28,62	-0,000466982628748	0,10471975512	-0,131557481306
28,64	0,00627158344267	0,10471975512	-0,131557481306
28,66	-0,00720554870016	0,10471975512	-0,131557481306
28,68	-0,000466982628748	0,10471975512	-0,131557481306
28,7	0,00627158344267	0,10471975512	-0,131557481306
28,72	-0,000466982628748	0,10471975512	-0,131557481306
28,74	-0,000466982628748	0,10471975512	-0,131557481306
28,76	-0,00720554870016	0,10471975512	-0,131557481306
28,78	-0,00720554870016	0,10471975512	-0,131557481306
28,8	-0,000466982628748	0,10471975512	-0,131557481306
28,82	-0,000466982628748	0,10471975512	-0,131557481306
28,84	-0,000466982628748	0,10471975512	-0,131557481306
28,86	-0,00720554870016	0,10471975512	-0,131557481306
28,88	-0,000466982628748	0,10471975512	-0,131557481306
28,9	0,00627158344267	0,10471975512	-0,131557481306
28,92	-0,000466982628748	0,10471975512	-0,131557481306
28,94	0,00627158344267	0,10471975512	-0,131557481306
28,96	-0,000466982628748	0,10471975512	-0,131557481306
28,98	-0,000466982628748	0,10471975512	-0,131557481306
29	-0,000466982628748	0,10471975512	-0,131557481306
29,02	-0,00720554870016	0,10471975512	-0,131557481306
29,04	-0,000466982628748	0,10471975512	-0,131557481306
29,06	-0,0139441147716	0,0872664625997	-0,109631234422
29,08	-0,00720554870016	0,0872664625997	-0,109631234422
29,1	-0,00720554870016	0,0872664625997	-0,109631234422
29,12	-0,0139441147716	0,0872664625997	-0,109631234422
29,14	-0,00720554870016	0,0872664625997	-0,109631234422
29,16	-0,000466982628748	0,0872664625997	-0,109631234422
29,18	0,0130101495141	0,0872664625997	-0,109631234422
29,2	-0,000466982628748	0,0872664625997	-0,109631234422
29,22	-0,000466982628748	0,0872664625997	-0,109631234422
29,24	-0,00720554870016	0,0872664625997	-0,109631234422
29,26	-0,00720554870016	0,0872664625997	-0,109631234422
29,28	-0,00720554870016	0,0872664625997	-0,109631234422
29,3	-0,00720554870016	0,0872664625997	-0,109631234422
29,32	-0,00720554870016	0,0872664625997	-0,109631234422
29,34	0,00627158344267	0,0872664625997	-0,109631234422
29,36	-0,000466982628748	0,0872664625997	-0,109631234422
29,38	-0,000466982628748	0,0872664625997	-0,109631234422
29,4	0,0130101495141	0,0872664625997	-0,109631234422
29,42	0,00627158344267	0,0872664625997	-0,109631234422
29,44	-0,000466982628748	0,0872664625997	-0,109631234422
29,46	-0,000466982628748	0,0872664625997	-0,109631234422
29,48	-0,000466982628748	0,0872664625997	-0,109631234422
29,5	-0,00720554870016	0,0872664625997	-0,109631234422
29,52	-0,00720554870016	0,0872664625997	-0,109631234422
29,54	-0,0139441147716	0,0872664625997	-0,109631234422
29,56	0,0130101495141	0,0872664625997	-0,109631234422
29,58	-0,00720554870016	0,0872664625997	-0,109631234422
29,6	0,00627158344267	0,0872664625997	-0,109631234422
29,62	0,00627158344267	0,0872664625997	-0,109631234422
29,64	-0,00720554870016	0,0872664625997	-0,109631234422
29,66	0,00627158344267	0,0872664625997	-0,109631234422
29,68	0,00627158344267	0,0872664625997	-0,109631234422
29,7	-0,000466982628748	0,0872664625997	-0,109631234422
29,72	-0,000466982628748	0,0872664625997	-0,109631234422
29,74	0,00627158344267	0,0872664625997	-0,109631234422
29,76	0,00627158344267	0,0872664625997	-0,109631234422
29,78	-0,000466982628748	0,0872664625997	-0,109631234422
29,8	0,00627158344267	0,0872664625997	-0,109631234422
29,82	-0,000466982628748	0,0872664625997	-0,109631234422
29,84	0,00627158344267	0,0872664625997	-0,109631234422
29,86	-0,000466982628748	0,0872664625997	-0,109631234422
29,88	-0,000466982628748	0,0872664625997	-0,109631234422
29,9	-0,000466982628748	0,0872664625997	-0,109631234422
29,92	-0,000466982628748	0,0872664625997	-0,109631234422
29,94	-0,000466982628748	0,0872664625997	-0,109631234422
29,96	0,00627158344267	0,0872664625997	-0,109631234422
29,98	-0,000466982628748	0,0872664625997	-0,109631234422
30	0,00627158344267	0,0698131700798	-0,0877049875374
30,02	-0,00720554870016	0,0698131700798	-0,0877049875374
30,04	-0,00720554870016	0,0698131700798	-0,0877049875374
30,06	-0,000466982628748	0,0698131700798	-0,0877049875374
30,08	-0,00720554870016	0,0698131700798	-0,0877049875374
30,1	-0,000466982628748	0,0698131700798	-0,0877049875374
30,12	-0,000466982628748	0,0698131700798	-0,0877049875374
30,14	-0,000466982628748	0,0698131700798	-0,0877049875374
30,16	-0,000466982628748	0,0698131700798	-0,0877049875374
30,18	-0,000466982628748	0,0698131700798	-0,0877049875374
30,2	-0,00720554870016	0,0698131700798	-0,0877049875374
30,22	-0,00720554870016	0,0698131700798	-0,0877049875374
30,24	-0,00720554870016	0,0698131700798	-0,0877049875374
30,26	0,00627158344267	0,0698131700798	-0,0877049875374
30,28	-0,000466982628748	0,0698131700798	-0,0877049875374
30,3	-0,000466982628748	0,0698131700798	-0,0877049875374
30,32	-0,000466982628748	0,0698131700798	-0,0877049875374
30,34	-0,0139441147716	0,0698131700798	-0,0877049875374
30,36	-0,000466982628748	0,0698131700798	-0,0877049875374
30,38	-0,000466982628748	0,0698131700798	-0,0877049875374
30,4	-0,0139441147716	0,0698131700798	-0,0877049875374
30,42	-0,00720554870016	0,0698131700798	-0,0877049875374
30,44	-0,0139441147716	0,0698131700798	-0,0877049875374
30,46	-0,000466982628748	0,0698131700798	-0,0877049875374
30,48	-0,00720554870016	0,0698131700798	-0,0877049875374
30,5	-0,000466982628748	0,0698131700798	-0,0877049875374
30,52	0,00627158344267	0,0698131700798	-0,0877049875374
30,54	-0,00720554870016	0,0698131700798	-0,0877049875374
30,56	0,00627158344267	0,0698131700798	-0,0877049875374
30,58	-0,0139441147716	0,0872664625997	-0,109631234422
30,6	-0,000466982628748	0,0872664625997	-0,109631234422
30,62	-0,000466982628748	0,0872664625997	-0,109631234422
30,64	-0,0139441147716	0,10471975512	-0,131557481306
30,66	-0,00720554870016	0,12217304764	-0,15348372819
30,68	-0,00720554870016	0,191986217719	-0,241188715728
30,7	-0,00720554870016	0,209439510239	-0,263114962612
30,72	-0,00720554870016	0,244346095279	-0,306967456381
30,74	-0,00720554870016	0,261799387799	-0,328893703265
30,76	-0,00720554870016	0,279252680319	-0,35081995015
30,78	-0,00720554870016	0,296705972839	-0,372746197034
30,8	-0,000466982628748	0,331612557879	-0,416598690803
30,82	-0,00720554870016	0,349065850399	-0,438524937687
30,84	-0,0139441147716	0,401425727959	-0,50430367834
30,86	-0,00720554870016	0,453785605519	-0,570082418993
30,88	-0,00720554870016	0,488692190558	-0,613934912762
30,9	-0,000466982628748	0,506145483078	-0,635861159646
30,92	-0,000466982628748	0,541052068118	-0,679713653415
30,94	-0,0139441147716	0,558505360638	-0,701639900299
30,96	-0,00720554870016	0,593411945678	-0,745492394068
30,98	-0,020682680843	0,645771823238	-0,811271134721
31	-0,0139441147716	0,715584993318	-0,898976122258
31,02	-0,00720554870016	0,750491578358	-0,942828616027
31,04	-0,0139441147716	0,785398163397	-0,986681109796
31,06	-0,020682680843	0,820304748437	-1,03053360356
31,08	-0,0139441147716	0,872664625997	-1,09631234422
31,1	-0,0139441147716	0,925024503557	-1,16209108487
31,12	-0,00720554870016	0,994837673637	-1,24979607241
31,14	-0,0139441147716	1,0471975512	-1,31557481306
31,16	-0,00720554870016	1,08210413624	-1,35942730683
31,18	-0,0139441147716	1,1344640138	-1,42520604748
31,2	-0,0139441147716	1,20427718388	-1,51291103502
31,22	-0,0139441147716	1,27409035396	-1,60061602256
31,24	-0,020682680843	1,32645023152	-1,66639476321
31,26	-0,0139441147716	1,36135681656	-1,71024725698
